transaction_id,client_id,country,amount,transaction_type,risk_score,transaction_date
T00820,C295,USA,1923.76,POS,17,2025-02-09 15:12:00
T00821,C870,USA,8928.54,Transfer,66,2025-05-24 10:13:00
T00822,C267,Germany,5442.18,POS,21,2025-04-04 00:19:00
T00823,C518,Canada,7954.96,Card,64,2025-01-10 05:11:00
T00824,C304,UAE,4418.87,Online,5,2025-02-12 01:21:00
T00825,C623,France,1518.34,Transfer,70,2025-08-11 00:01:00
T00826,C836,UAE,3022.2,Online,66,2025-09-12 11:25:00
T00827,C907,Morocco,5192.47,Online,72,2025-10-29 05:18:00
T00828,C345,China,5230.99,ATM,35,2025-10-15 00:58:00
T00829,C683,China,6409.96,POS,18,2025-10-16 16:05:00
T00830,C880,UK,5683.2,Online,38,2025-07-31 12:04:00
T00831,C856,Canada,4686.71,Online,43,2025-03-29 18:53:00
T00832,C701,Spain,8745.36,Card,18,2025-01-18 06:07:00
T00833,C218,Turkey,5011.49,Transfer,65,2025-07-27 22:41:00
T00834,C422,Germany,6629.84,ATM,42,2025-07-20 08:31:00
T00835,C917,Turkey,1740.81,Transfer,40,2025-10-16 12:03:00
T00836,C970,China,6522.38,ATM,38,2025-07-01 01:48:00
T00837,C196,Germany,680.66,Transfer,14,2025-02-05 04:42:00
T00838,C332,Turkey,3028.48,ATM,70,2025-01-14 07:08:00
T00839,C646,China,41050.08,Card,82,2025-11-18 07:17:00
T00840,C438,UAE,3707.51,Card,49,2025-04-11 14:43:00
T00841,C312,Spain,4738.78,POS,52,2025-01-30 09:19:00
T00842,C802,USA,3160.87,Transfer,76,2025-04-08 10:57:00
T00843,C503,Morocco,7494.04,Card,22,2025-07-01 02:37:00
T00844,C221,Germany,9219.29,Card,38,2025-01-10 20:25:00
T00845,C937,Canada,8844.73,POS,63,2025-04-10 12:37:00
T00846,C664,China,6163.63,Transfer,44,2025-12-31 22:27:00
T00847,C868,China,5518.77,Card,67,2025-01-03 23:08:00
T00848,C396,France,4833.93,ATM,45,2025-02-17 00:42:00
T00849,C220,Germany,9995.23,ATM,22,2025-06-26 01:20:00
T00850,C981,Canada,2336.73,POS,59,2025-08-06 01:21:00
T00851,C248,Canada,2504.21,ATM,52,2025-11-21 17:09:00
T00852,C701,France,478.5,ATM,72,2025-01-29 01:10:00
T00853,C991,Canada,47619.37,Card,95,2025-02-10 17:08:00
T00854,C950,France,23203.54,Card,80,2025-03-17 07:54:00
T00855,C434,Turkey,4065.62,Online,38,2025-11-24 09:29:00
T00856,C661,UAE,7728.03,ATM,77,2025-02-15 08:59:00
T00857,C178,Spain,3934.5,ATM,15,2025-11-16 04:28:00
T00858,C531,Germany,8132.72,Online,48,2025-01-30 02:15:00
T00859,C874,Turkey,591.8,Online,12,2025-08-17 01:43:00
T00860,C160,China,4555.53,Transfer,72,2025-07-28 14:25:00
T00861,C996,USA,9032.19,POS,58,2025-09-03 09:33:00
T00862,C477,Germany,2073.86,ATM,41,2025-06-02 13:40:00
T00863,C128,China,1021.14,Online,30,2025-07-10 12:41:00
T00864,C416,Turkey,6213.79,Online,12,2025-12-22 12:02:00
T00865,C972,Canada,8408.14,Transfer,44,2025-01-27 05:42:00
T00866,C435,Germany,8394.89,POS,72,2025-01-08 04:52:00
T00867,C745,UK,5604.17,ATM,11,2025-04-29 08:54:00
T00868,C123,Morocco,1070.56,POS,34,2025-02-08 04:54:00
T00869,C672,UK,9382.58,Transfer,24,2025-09-18 22:20:00
T00870,C834,Turkey,1420.37,ATM,45,2025-04-12 19:57:00
T00871,C197,Turkey,2358.49,Transfer,9,2025-01-31 08:52:00
T00872,C621,Morocco,7673.78,Card,77,2025-10-20 02:54:00
T00873,C945,Turkey,1006.39,Card,46,2025-07-26 21:37:00
T00874,C514,France,8818.47,Online,27,2025-03-05 15:17:00
T00875,C734,Spain,7347.33,ATM,65,2025-02-22 22:04:00
T00876,C476,China,9303.78,Transfer,14,2025-10-20 18:39:00
T00877,C795,France,6806.28,POS,50,2025-02-22 17:36:00
T00878,C490,Morocco,6795.94,Online,65,2025-09-08 07:14:00
T00879,C716,Germany,3784.5,Transfer,13,2025-06-16 20:25:00
T00880,C873,Morocco,5534.35,Transfer,54,2025-12-25 01:05:00
T00881,C544,China,30001.12,POS,98,2025-04-20 15:39:00
T00882,C434,France,454.96,Transfer,76,2025-02-13 12:24:00
T00883,C695,UK,7746.77,Transfer,61,2025-12-05 08:24:00
T00884,C368,UK,593.4,Card,11,2025-02-06 07:22:00
T00885,C902,USA,9847.12,Card,30,2025-04-19 05:57:00
T00886,C277,Spain,3348.36,Online,20,2025-11-17 16:45:00
T00887,C348,Canada,9565.06,Transfer,16,2025-12-12 19:04:00
T00888,C825,UK,2743.87,Card,47,2025-04-28 01:02:00
T00889,C941,China,3956.66,ATM,5,2025-11-20 05:52:00
T00890,C142,Morocco,7268.99,Online,77,2025-02-03 13:17:00
T00891,C116,UK,1954.63,Transfer,45,2025-07-14 13:15:00
T00892,C931,UAE,2002.99,POS,12,2025-04-23 03:19:00
T00893,C538,Turkey,6351.07,ATM,67,2025-08-18 17:04:00
T00894,C937,Turkey,5045.05,Transfer,16,2025-01-30 14:34:00
T00895,C107,Morocco,1941.47,Transfer,9,2025-06-04 10:49:00
T00896,C784,France,562.67,ATM,43,2025-04-13 10:42:00
T00897,C605,Turkey,5515.48,Transfer,36,2025-08-06 13:48:00
T00898,C360,France,5460.88,Online,7,2025-03-24 02:03:00
T00899,C234,Canada,7660.98,Card,6,2025-05-08 20:15:00
T00900,C782,France,32130.93,Card,90,2025-09-12 23:59:00
T00901,C262,Germany,4299.82,Online,59,2025-07-25 00:51:00
T00902,C714,Turkey,4418.44,POS,55,2025-03-29 03:36:00
T00903,C755,Spain,3255.11,POS,45,2025-11-06 06:13:00
T00904,C451,UAE,3360.78,Card,52,2025-06-13 10:57:00
T00905,C233,USA,8235.47,ATM,22,2025-08-25 02:24:00
T00906,C283,France,5463.27,Online,59,2025-11-22 20:40:00
T00907,C594,UAE,1488.25,Card,54,2025-10-18 03:56:00
T00908,C973,Morocco,6631.15,ATM,52,2025-12-28 05:00:00
T00909,C975,China,33036.53,Card,82,2025-03-03 17:51:00
T00910,C708,France,7156.94,POS,26,2025-06-26 07:14:00
T00911,C766,Morocco,5550.58,POS,39,2025-11-07 06:59:00
T00912,C740,Turkey,7259.36,ATM,24,2025-06-11 04:39:00
T00913,C189,Canada,1103.97,POS,73,2025-05-12 10:36:00
T00914,C699,Germany,27055.97,POS,96,2025-11-22 17:33:00
T00915,C630,China,9104.81,Transfer,45,2025-11-14 12:35:00
T00916,C166,Morocco,840.08,ATM,26,2025-10-04 15:59:00
T00917,C251,Spain,2496.52,POS,36,2025-07-28 01:09:00
T00918,C918,Spain,1232.64,Card,39,2025-12-27 23:31:00
T00919,C761,Morocco,9580.06,POS,43,2025-01-31 11:23:00
T00920,C321,UK,5357.23,POS,70,2025-08-03 17:08:00
T00921,C808,Morocco,4530.09,Card,21,2025-12-10 23:50:00
T00922,C284,France,5733.8,Online,68,2025-03-01 23:30:00
T00923,C138,UK,9729.99,Online,74,2025-10-28 14:29:00
T00924,C817,Germany,7462.31,POS,19,2025-01-12 17:35:00
T00925,C387,Morocco,2673.83,ATM,62,2025-07-24 04:01:00
T00926,C286,Germany,1268.06,Transfer,71,2025-04-09 08:37:00
T00927,C603,UAE,1510.65,Online,53,2025-11-19 19:32:00
T00928,C971,France,2832.25,ATM,68,2025-10-18 04:13:00
T00929,C967,Germany,1433.45,Card,6,2025-03-30 19:22:00
T00930,C837,UK,37583.34,Card,90,2025-08-30 09:05:00
T00931,C254,Spain,9686.12,Card,69,2025-06-11 10:21:00
T00932,C700,Spain,42793.62,Online,98,2025-01-16 01:51:00
T00933,C404,UAE,6065.22,Transfer,17,2025-01-24 13:43:00
T00934,C999,Germany,3180.52,Card,48,2025-09-21 10:16:00
T00935,C604,Morocco,38190.89,Online,88,2025-11-16 02:20:00
T00936,C778,Canada,4785.12,ATM,30,2025-11-20 21:53:00
T00937,C670,Spain,9193.68,Card,23,2025-04-27 11:29:00
T00938,C399,UAE,48143.8,Transfer,81,2025-06-23 03:30:00
T00939,C270,UAE,29128.87,Card,80,2025-10-07 09:46:00
T00940,C603,Spain,5899.35,Card,35,2025-09-21 06:12:00
T00941,C489,Canada,7086.54,Card,75,2025-10-03 16:39:00
T00942,C361,Germany,1737.48,ATM,69,2025-07-30 18:16:00
T00943,C737,Morocco,28247.06,ATM,92,2025-09-22 00:28:00
T00944,C881,Turkey,6219.54,Online,12,2025-06-14 19:17:00
T00945,C371,Germany,9443.8,Online,34,2025-01-15 09:30:00
T00946,C826,France,3183.56,POS,62,2025-11-13 06:27:00
T00947,C515,China,7960.47,Card,71,2025-02-06 22:48:00
T00948,C743,China,1377.34,Transfer,9,2025-12-29 12:24:00
T00949,C640,Canada,20996.14,Online,91,2025-01-06 23:51:00
T00950,C622,China,5402.24,Online,78,2025-10-01 12:21:00
T00951,C422,Turkey,6914.2,POS,31,2025-10-06 05:21:00
T00952,C300,China,1449.92,Transfer,38,2025-03-22 07:30:00
T00953,C921,Canada,4044.92,Transfer,15,2025-10-25 06:47:00
T00954,C609,UK,39409.94,Transfer,91,2025-08-08 23:41:00
T00955,C944,USA,6424.33,Transfer,65,2025-02-23 17:10:00
T00956,C245,Canada,9113.41,POS,45,2025-05-18 17:10:00
T00957,C552,UAE,5825.92,Transfer,31,2025-12-14 07:35:00
T00958,C655,Turkey,6997.16,Transfer,12,2025-12-31 23:51:00
T00959,C669,UK,3328.87,POS,79,2025-05-29 11:26:00
T00960,C487,Morocco,6602.97,POS,27,2025-09-02 22:03:00
T00961,C903,USA,7211.73,Transfer,67,2025-07-01 09:00:00
T00962,C730,USA,9092.71,Card,69,2025-11-12 19:32:00
T00963,C206,Spain,5661.51,ATM,54,2025-04-06 05:47:00
T00964,C579,UAE,41169.67,Transfer,94,2025-05-13 07:06:00
T00965,C707,Morocco,8675.97,Card,49,2025-06-18 16:00:00
T00966,C483,Morocco,4816.99,POS,19,2025-07-28 01:58:00
T00967,C718,Spain,907.54,Card,25,2025-11-24 14:32:00
T00968,C222,Canada,5990.11,ATM,78,2025-10-04 02:07:00
T00969,C624,USA,5913.51,ATM,58,2025-10-15 05:55:00
T00970,C254,USA,3837.29,Card,70,2025-09-19 15:42:00
T00971,C429,China,6080.93,Card,35,2025-07-01 17:41:00
T00972,C418,USA,5064.18,POS,46,2025-01-02 21:26:00
T00973,C802,China,8590.32,Online,45,2025-10-06 03:40:00
T00974,C494,UK,8194.57,ATM,10,2025-08-13 00:29:00
T00975,C201,China,1696.14,ATM,72,2025-11-28 15:55:00
T00976,C946,UAE,4725.73,Card,79,2025-02-15 11:17:00
T00977,C314,Germany,7677.92,Card,78,2025-05-10 14:51:00
T00978,C915,France,6323.07,ATM,37,2025-02-27 10:54:00
T00979,C771,UAE,5732.14,ATM,38,2025-03-08 04:19:00
T00980,C175,UAE,9877.05,Online,67,2025-12-11 20:35:00
T00981,C781,USA,2866.07,ATM,64,2025-12-13 04:09:00
T00982,C444,UK,3823.66,POS,9,2025-12-08 22:35:00
T00983,C867,UK,5859.49,Card,15,2025-04-15 13:57:00
T00984,C942,Germany,5202.03,Online,7,2025-07-01 05:04:00
T00985,C132,Spain,5785.88,Card,69,2025-03-19 16:32:00
T00986,C122,Canada,8819.95,Online,14,2025-02-01 12:25:00
T00987,C518,Morocco,9346.46,POS,6,2025-05-14 11:47:00
T00988,C609,France,380.06,Online,66,2025-07-02 08:29:00
T00989,C272,France,7272.4,ATM,60,2025-06-29 09:56:00
T00990,C729,UAE,7736.19,Card,25,2025-06-27 13:38:00
T00991,C681,UK,9600.28,Transfer,11,2025-03-10 09:00:00
T00992,C851,Turkey,2112.5,POS,45,2025-03-10 06:53:00
T00993,C584,China,31216.06,POS,87,2025-05-12 11:17:00
T00994,C335,Germany,3562.93,Online,79,2025-05-17 20:46:00
T00995,C904,Spain,2445.5,ATM,79,2025-08-27 15:10:00
T00996,C799,Turkey,8733.47,ATM,49,2025-01-24 16:51:00
T00997,C302,USA,43866.57,ATM,81,2025-11-30 05:36:00
T00998,C375,China,2918.97,POS,12,2025-02-15 06:00:00
T00999,C243,Turkey,4929.43,Online,25,2025-05-06 14:27:00
T01000,C749,Turkey,3286.03,Online,60,2025-08-10 17:23:00
